Turn,Speaker,Cue,Capsules,Capsules OIE
44,Fina,I would like to know. Has a girl experience by a touch?,,"[{'chat': 111, 'turn': 19, 'author': 'Fina', 'utterance': 'Girls experience touch', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-22', 'subject': {'label': 'Girls', 'type': [], 'uri': 'http://cltl.nl/leolani/world/girls'}, 'predicate': {'label': 'experience', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/experience'}, 'object': {'label': 'touch', 'type': [], 'uri': 'http://cltl.nl/leolani/world/touch'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:30:09.652378', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
45,Leolani,Girls experience touch,,
46,Fina,I see,"[{'chat': 111, 'turn': 21, 'author': 'Fina', 'utterance': 'Do you want to hear a story?', 'utterance_type': <UtteranceType.QUESTION: '1'>, 'position': '0-28', 'subject': {'label': 'leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'Do-want-to', 'type': ['social', 'emotion'], 'uri': 'http://cltl.nl/leolani/n2mu/do-want-to'}, 'object': {'label': 'hear-a-story', 'type': ['perception', 'communication'], 'uri': 'http://cltl.nl/leolani/world/hear-a-story'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:30:23.719021', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 111, 'turn': 21, 'author': 'Fina', 'utterance': 'Do you want to hear a story?', 'utterance_type': <UtteranceType.QUESTION: '1'>, 'position': '0-28', 'subject': {'label': 'leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'Do-want-to', 'type': ['social', 'emotion'], 'uri': 'http://cltl.nl/leolani/n2mu/do-want-to'}, 'object': {'label': 'hear-a-story', 'type': ['perception', 'communication'], 'uri': 'http://cltl.nl/leolani/world/hear-a-story'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:30:23.719021', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 111, 'turn': 21, 'author': 'Fina', 'utterance': 'Do you want to hear a story?', 'utterance_type': <UtteranceType.QUESTION: '1'>, 'position': '0-28', 'subject': {'label': 'leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'Do-want-to', 'type': ['social', 'emotion'], 'uri': 'http://cltl.nl/leolani/n2mu/do-want-to'}, 'object': {'label': 'hear-a-story', 'type': ['perception', 'communication'], 'uri': 'http://cltl.nl/leolani/world/hear-a-story'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:30:23.719021', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 111, 'turn': 21, 'author': 'Fina', 'utterance': 'Do you want to hear a story?', 'utterance_type': <UtteranceType.QUESTION: '1'>, 'position': '0-28', 'subject': {'label': 'leolani', 'type': ['agent'], 'uri': 'http://cltl.nl/leolani/world/leolani'}, 'predicate': {'label': 'Do-want-to', 'type': ['social', 'emotion'], 'uri': 'http://cltl.nl/leolani/n2mu/do-want-to'}, 'object': {'label': 'hear-a-story', 'type': ['perception', 'communication'], 'uri': 'http://cltl.nl/leolani/world/hear-a-story'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:30:23.719021', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]",
47,Leolani,Do you want to hear a story?,,"[{'chat': 111, 'turn': 22, 'author': 'Leolani', 'utterance': 'I know agent usually do want to verb.perception, but I do not know this case', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-76', 'subject': {'label': 'agent', 'type': [], 'uri': 'http://cltl.nl/leolani/world/agent'}, 'predicate': {'label': 'usually want to', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/usually_want_to'}, 'object': {'label': 'verb.perception', 'type': [], 'uri': 'http://cltl.nl/leolani/world/verb.perception'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:30:26.274471', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 111, 'turn': 22, 'author': 'Leolani', 'utterance': 'I know agent usually do want to verb.perception, but I do not know this case', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-76', 'subject': {'label': 'agent', 'type': [], 'uri': 'http://cltl.nl/leolani/world/agent'}, 'predicate': {'label': 'want to', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/want_to'}, 'object': {'label': 'verb.perception', 'type': [], 'uri': 'http://cltl.nl/leolani/world/verb.perception'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:30:26.274471', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
48,Fina,"I know agent usually do want to verb.perception, but I do not know this case","[{'chat': 111, 'turn': 23, 'author': 'Fina', 'utterance': 'I have to go', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-12', 'subject': {'label': 'Fina', 'type': ['person'], 'uri': 'http://cltl.nl/leolani/world/fina'}, 'predicate': {'label': 'be-to', 'type': ['stative'], 'uri': 'http://cltl.nl/leolani/n2mu/be-to'}, 'object': {'label': 'go', 'type': ['motion'], 'uri': 'http://cltl.nl/leolani/world/go'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:30:49.836196', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 111, 'turn': 23, 'author': 'Fina', 'utterance': 'I have to go', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-12', 'subject': {'label': 'Fina', 'type': ['person'], 'uri': 'http://cltl.nl/leolani/world/fina'}, 'predicate': {'label': 'be-to', 'type': ['stative'], 'uri': 'http://cltl.nl/leolani/n2mu/be-to'}, 'object': {'label': 'go', 'type': ['motion'], 'uri': 'http://cltl.nl/leolani/world/go'}, 'perspective': {'sentiment': 0.0, 'certainty': 1.0, 'polarity': 1.0, 'emotion': 0.0}, 'context_id': None, 'date': '2022-02-20T22:30:49.836196', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]",
49,Leolani,I have to go,,"[{'chat': 111, 'turn': 24, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anybody who be to go', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-76', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'learned', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/learned'}, 'object': {'label': 'something', 'type': [], 'uri': 'http://cltl.nl/leolani/world/something'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:30:51.960267', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 111, 'turn': 24, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anybody who be to go', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-76', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'learned', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/learned'}, 'object': {'label': 'something new', 'type': [], 'uri': 'http://cltl.nl/leolani/world/something_new'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:30:51.960267', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 111, 'turn': 24, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anybody who be to go', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-76', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'am', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/am'}, 'object': {'label': 'glad', 'type': [], 'uri': 'http://cltl.nl/leolani/world/glad'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:30:51.960267', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
50,Fina,I am glad to have learned something new. I did not know anybody who be to go,,
51,Leolani,Bye,,
52,Leolani,Why?,,
53,Imme,Hey! Who are you? Fina?,,
54,Leolani,Imme,,"[{'chat': 95, 'turn': 1, 'author': 'Leolani', 'utterance': 'So your name is Imme?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-21', 'subject': {'label': 'your name', 'type': [], 'uri': 'http://cltl.nl/leolani/world/your_name'}, 'predicate': {'label': 'is', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/is'}, 'object': {'label': 'So Imme', 'type': [], 'uri': 'http://cltl.nl/leolani/world/so_imme'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:31:26.163736', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 95, 'turn': 1, 'author': 'Leolani', 'utterance': 'So your name is Imme?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-21', 'subject': {'label': 'your name', 'type': [], 'uri': 'http://cltl.nl/leolani/world/your_name'}, 'predicate': {'label': 'is', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/is'}, 'object': {'label': 'Imme', 'type': [], 'uri': 'http://cltl.nl/leolani/world/imme'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:31:26.163736', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
55,Imme,So your name is Imme?,,
56,Leolani,yes,,"[{'chat': 95, 'turn': 3, 'author': 'Leolani', 'utterance': ""Would you like to chat? I'll do my best to keep up"", 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-50', 'subject': {'label': 'you', 'type': [], 'uri': 'http://cltl.nl/leolani/world/you'}, 'predicate': {'label': 'Would like', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/would_like'}, 'object': {'label': 'to chat', 'type': [], 'uri': 'http://cltl.nl/leolani/world/to_chat'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:31:38.991886', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 95, 'turn': 3, 'author': 'Leolani', 'utterance': ""Would you like to chat? I'll do my best to keep up"", 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-50', 'subject': {'label': 'you', 'type': [], 'uri': 'http://cltl.nl/leolani/world/you'}, 'predicate': {'label': 'Would like', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/would_like'}, 'object': {'label': 'chat', 'type': [], 'uri': 'http://cltl.nl/leolani/world/chat'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:31:38.991886', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 95, 'turn': 3, 'author': 'Leolani', 'utterance': ""Would you like to chat? I'll do my best to keep up"", 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-50', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': ""'ll do"", 'type': [], 'uri': ""http://cltl.nl/leolani/n2mu/'ll_do""}, 'object': {'label': 'my best', 'type': [], 'uri': 'http://cltl.nl/leolani/world/my_best'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:31:38.991886', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
57,Imme,Would you like to chat? I'll do my best to keep up,,"[{'chat': 95, 'turn': 4, 'author': 'Imme', 'utterance': 'I love chatting', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-15', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'love', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/love'}, 'object': {'label': 'chatting', 'type': [], 'uri': 'http://cltl.nl/leolani/world/chatting'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:31:45.473237', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
58,Leolani,I love chatting,,
59,Imme,"I just learned something, I did not know anything that imme love",,
60,Leolani,What do you love?,,
61,Imme,"I may be ignorant, bu tI don't know.I am sorry, I have no idea",,
62,Leolani,I think you love food,,"[{'chat': 95, 'turn': 9, 'author': 'Leolani', 'utterance': 'Let me ask you something. What types can leolani love', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-53', 'subject': {'label': 'me', 'type': [], 'uri': 'http://cltl.nl/leolani/world/me'}, 'predicate': {'label': 'ask', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/ask'}, 'object': {'label': 'something', 'type': [], 'uri': 'http://cltl.nl/leolani/world/something'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:32:17.968963', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 95, 'turn': 9, 'author': 'Leolani', 'utterance': 'Let me ask you something. What types can leolani love', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-53', 'subject': {'label': 'me', 'type': [], 'uri': 'http://cltl.nl/leolani/world/me'}, 'predicate': {'label': 'ask', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/ask'}, 'object': {'label': 'you', 'type': [], 'uri': 'http://cltl.nl/leolani/world/you'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:32:17.968963', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
63,Imme,Let me ask you something. What types can leolani love,,"[{'chat': 95, 'turn': 10, 'author': 'Imme', 'utterance': 'You like japanese food', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-22', 'subject': {'label': 'You', 'type': [], 'uri': 'http://cltl.nl/leolani/world/you'}, 'predicate': {'label': 'like', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/like'}, 'object': {'label': 'japanese food', 'type': [], 'uri': 'http://cltl.nl/leolani/world/japanese_food'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:32:24.474955', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 95, 'turn': 10, 'author': 'Imme', 'utterance': 'You like japanese food', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-22', 'subject': {'label': 'You', 'type': [], 'uri': 'http://cltl.nl/leolani/world/you'}, 'predicate': {'label': 'like', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/like'}, 'object': {'label': 'food', 'type': [], 'uri': 'http://cltl.nl/leolani/world/food'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:32:24.474955', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
64,Leolani,You like japanese food,,"[{'chat': 95, 'turn': 11, 'author': 'Leolani', 'utterance': 'I am curious. Has leolani ever favorite of a interest?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-54', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'am', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/am'}, 'object': {'label': 'curious', 'type': [], 'uri': 'http://cltl.nl/leolani/world/curious'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:32:30.987906', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
65,Imme,I am curious. Has leolani ever favorite of a interest?,,
66,Leolani,I do not know,,"[{'chat': 95, 'turn': 13, 'author': 'Leolani', 'utterance': 'This is news to me. I did not know anybody who be know', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-54', 'subject': {'label': 'This', 'type': [], 'uri': 'http://cltl.nl/leolani/world/this'}, 'predicate': {'label': 'is news to', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/is_news_to'}, 'object': {'label': 'me', 'type': [], 'uri': 'http://cltl.nl/leolani/world/me'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:32:44.015572', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
67,Imme,This is news to me. I did not know anybody who be know,,
68,Leolani,What food do you like?,,
69,Imme,But at what cost?,,
70,Leolani,Do you like japanese food?,,"[{'chat': 95, 'turn': 17, 'author': 'Leolani', 'utterance': 'I know agent usually do like adj.pert, but I do not know this case', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-66', 'subject': {'label': 'agent', 'type': [], 'uri': 'http://cltl.nl/leolani/world/agent'}, 'predicate': {'label': 'do like', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/do_like'}, 'object': {'label': 'adj.pert', 'type': [], 'uri': 'http://cltl.nl/leolani/world/adj.pert'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:33:10.898003', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 95, 'turn': 17, 'author': 'Leolani', 'utterance': 'I know agent usually do like adj.pert, but I do not know this case', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-66', 'subject': {'label': 'agent', 'type': [], 'uri': 'http://cltl.nl/leolani/world/agent'}, 'predicate': {'label': 'usually do like', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/usually_do_like'}, 'object': {'label': 'adj.pert', 'type': [], 'uri': 'http://cltl.nl/leolani/world/adj.pert'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:33:10.898003', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
71,Imme,"I know agent usually do like adj.pert, but I do not know this case",,"[{'chat': 95, 'turn': 18, 'author': 'Imme', 'utterance': 'I love japanese food', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-20', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'love', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/love'}, 'object': {'label': 'food', 'type': [], 'uri': 'http://cltl.nl/leolani/world/food'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:33:17.374010', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 95, 'turn': 18, 'author': 'Imme', 'utterance': 'I love japanese food', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-20', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'love', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/love'}, 'object': {'label': 'japanese food', 'type': [], 'uri': 'http://cltl.nl/leolani/world/japanese_food'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:33:17.374010', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
72,Leolani,I love japanese food,,"[{'chat': 95, 'turn': 19, 'author': 'Leolani', 'utterance': 'Exciting news! I had never heard about japanese food before!', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-60', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'had heard about', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/had_heard_about'}, 'object': {'label': 'food', 'type': [], 'uri': 'http://cltl.nl/leolani/world/food'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:33:23.860464', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 95, 'turn': 19, 'author': 'Leolani', 'utterance': 'Exciting news! I had never heard about japanese food before!', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-60', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'had heard before about', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/had_heard_before_about'}, 'object': {'label': 'food', 'type': [], 'uri': 'http://cltl.nl/leolani/world/food'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:33:23.860464', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 95, 'turn': 19, 'author': 'Leolani', 'utterance': 'Exciting news! I had never heard about japanese food before!', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-60', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'had heard before about', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/had_heard_before_about'}, 'object': {'label': 'japanese food', 'type': [], 'uri': 'http://cltl.nl/leolani/world/japanese_food'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:33:23.860464', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 95, 'turn': 19, 'author': 'Leolani', 'utterance': 'Exciting news! I had never heard about japanese food before!', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-60', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'had heard about', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/had_heard_about'}, 'object': {'label': 'japanese food', 'type': [], 'uri': 'http://cltl.nl/leolani/world/japanese_food'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:33:23.860464', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
73,Imme,Exciting news! I had never heard about japanese food before!,,
74,Leolani,What do you like?,,"[{'chat': 95, 'turn': 21, 'author': 'Leolani', 'utterance': 'you told me I like japanese food ', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-33', 'subject': {'label': 'you', 'type': [], 'uri': 'http://cltl.nl/leolani/world/you'}, 'predicate': {'label': 'told', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/told'}, 'object': {'label': 'me', 'type': [], 'uri': 'http://cltl.nl/leolani/world/me'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:33:37.016655', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
75,Imme,you told me I like japanese food ,,
76,Leolani,Do you like other things?,,"[{'chat': 95, 'turn': 23, 'author': 'Leolani', 'utterance': 'I know agent usually do like adj.all, but I do not know this case', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-65', 'subject': {'label': 'agent', 'type': [], 'uri': 'http://cltl.nl/leolani/world/agent'}, 'predicate': {'label': 'do like', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/do_like'}, 'object': {'label': 'adj.all', 'type': [], 'uri': 'http://cltl.nl/leolani/world/adj.all'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:33:49.921528', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 95, 'turn': 23, 'author': 'Leolani', 'utterance': 'I know agent usually do like adj.all, but I do not know this case', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-65', 'subject': {'label': 'agent', 'type': [], 'uri': 'http://cltl.nl/leolani/world/agent'}, 'predicate': {'label': 'usually do like', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/usually_do_like'}, 'object': {'label': 'adj.all', 'type': [], 'uri': 'http://cltl.nl/leolani/world/adj.all'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:33:49.921528', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
77,Imme,"I know agent usually do like adj.all, but I do not know this case",,
78,Leolani,I do also like other things,,
79,Imme,If you don't mind me asking. What types of Instance like other things do agent orInstance usually like,,"[{'chat': 95, 'turn': 26, 'author': 'Imme', 'utterance': 'I also like cats and dogs', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-25', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'also like', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/also_like'}, 'object': {'label': 'cats', 'type': [], 'uri': 'http://cltl.nl/leolani/world/cats'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:34:09.522772', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 95, 'turn': 26, 'author': 'Imme', 'utterance': 'I also like cats and dogs', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-25', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'like', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/like'}, 'object': {'label': 'cats', 'type': [], 'uri': 'http://cltl.nl/leolani/world/cats'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:34:09.522772', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
80,Leolani,I also like cats and dogs,,"[{'chat': 95, 'turn': 27, 'author': 'Leolani', 'utterance': 'So let it be written, ... so let it be done', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-43', 'subject': {'label': 'it', 'type': [], 'uri': 'http://cltl.nl/leolani/world/it'}, 'predicate': {'label': 'be', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/be'}, 'object': {'label': 'written', 'type': [], 'uri': 'http://cltl.nl/leolani/world/written'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:34:16.097444', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 95, 'turn': 27, 'author': 'Leolani', 'utterance': 'So let it be written, ... so let it be done', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-43', 'subject': {'label': 'it', 'type': [], 'uri': 'http://cltl.nl/leolani/world/it'}, 'predicate': {'label': 'be', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/be'}, 'object': {'label': 'done', 'type': [], 'uri': 'http://cltl.nl/leolani/world/done'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:34:16.097444', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
81,Imme,"So let it be written, ... so let it be done",,
82,Leolani,bye,,
