Turn,Speaker,Cue,Capsules,Capsules OIE
10,Leolani2,Do you have a pet?,,"[{'chat': 164, 'turn': 9, 'author': 'Leolani', 'utterance': 'Do you have a pet?', 'utterance_type': 'STATEMENT', 'position': '0-18', 'subject': {'label': 'you', 'type': []}, 'predicate': {'label': 'Do have', 'type': []}, 'object': {'label': 'pet', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:43:08.923659', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
11,Nicole,"I know agent usually do article:indefinite, but I do not know this case",,"[{'chat': 164, 'turn': 10, 'author': 'Leolani', 'utterance': 'I know agent usually do article:indefinite, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-71', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'usually do', 'type': []}, 'object': {'label': 'article', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:43:15.440723', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 10, 'author': 'Leolani', 'utterance': 'I know agent usually do article:indefinite, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-71', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'do', 'type': []}, 'object': {'label': 'article', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:43:15.440723', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
12,Leolani2,My parents have a dog,,"[{'chat': 164, 'turn': 11, 'author': 'Leolani', 'utterance': 'My parents have a dog', 'utterance_type': 'STATEMENT', 'position': '0-21', 'subject': {'label': 'My parents', 'type': []}, 'predicate': {'label': 'have', 'type': []}, 'object': {'label': 'dog', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:43:22.110511', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
13,Nicole,"I just learned something, I had never heard about my parents before!",,"[{'chat': 164, 'turn': 12, 'author': 'Leolani', 'utterance': 'I just learned something, I had never heard about my parents before!', 'utterance_type': 'STATEMENT', 'position': '0-68', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'had heard before about', 'type': []}, 'object': {'label': 'my parents', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:43:28.581687', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 12, 'author': 'Leolani', 'utterance': 'I just learned something, I had never heard about my parents before!', 'utterance_type': 'STATEMENT', 'position': '0-68', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'learned', 'type': []}, 'object': {'label': 'something', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:43:28.581687', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 12, 'author': 'Leolani', 'utterance': 'I just learned something, I had never heard about my parents before!', 'utterance_type': 'STATEMENT', 'position': '0-68', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'just learned', 'type': []}, 'object': {'label': 'something', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:43:28.581687', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 12, 'author': 'Leolani', 'utterance': 'I just learned something, I had never heard about my parents before!', 'utterance_type': 'STATEMENT', 'position': '0-68', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'had heard about', 'type': []}, 'object': {'label': 'my parents', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:43:28.581687', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
14,Leolani2,Every agent has parents,,"[{'chat': 164, 'turn': 13, 'author': 'Leolani', 'utterance': 'Every agent has parents', 'utterance_type': 'STATEMENT', 'position': '0-23', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'has', 'type': []}, 'object': {'label': 'parents', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:43:35.127092', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
15,Nicole,Let me ask you something. Has every agent ever be family of a person?,,"[{'chat': 164, 'turn': 14, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has every agent ever be family of a person?', 'utterance_type': 'STATEMENT', 'position': '0-69', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'be', 'type': []}, 'object': {'label': 'Has ever family', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:43:41.595557', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 14, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has every agent ever be family of a person?', 'utterance_type': 'STATEMENT', 'position': '0-69', 'subject': {'label': 'me', 'type': []}, 'predicate': {'label': 'ask', 'type': []}, 'object': {'label': 'something', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:43:41.595557', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 14, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has every agent ever be family of a person?', 'utterance_type': 'STATEMENT', 'position': '0-69', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'be', 'type': []}, 'object': {'label': 'Has family', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:43:41.595557', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 14, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has every agent ever be family of a person?', 'utterance_type': 'STATEMENT', 'position': '0-69', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'be', 'type': []}, 'object': {'label': 'Has family of person', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:43:41.595557', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 14, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has every agent ever be family of a person?', 'utterance_type': 'STATEMENT', 'position': '0-69', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'be', 'type': []}, 'object': {'label': 'Has ever family of person', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:43:41.595557', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 14, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has every agent ever be family of a person?', 'utterance_type': 'STATEMENT', 'position': '0-69', 'subject': {'label': 'me', 'type': []}, 'predicate': {'label': 'ask', 'type': []}, 'object': {'label': 'you', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:43:41.595557', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
16,Leolani2,yes,,
17,Nicole,I do frequently do not know things,,
18,Leolani2,stop,,
19,Leolani2,"Be that as it may, still may it be as it may be",,
20,,Good to see you! What is your name? Stranger?,,"[{'chat': 164, 'turn': 19, 'author': 'Leolani', 'utterance': 'Good to see you! What is your name? Stranger?', 'utterance_type': 'STATEMENT', 'position': '0-45', 'subject': {'label': 'Good', 'type': []}, 'predicate': {'label': 'see', 'type': []}, 'object': {'label': 'you', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:44:14.188619', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
21,,Fajjaaz,,
22,,So your name is Fajjaaz?,,"[{'chat': 164, 'turn': 21, 'author': 'Leolani', 'utterance': 'So your name is Fajjaaz?', 'utterance_type': 'STATEMENT', 'position': '0-24', 'subject': {'label': 'your name', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'So Fajjaaz', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:44:27.576863', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 21, 'author': 'Leolani', 'utterance': 'So your name is Fajjaaz?', 'utterance_type': 'STATEMENT', 'position': '0-24', 'subject': {'label': 'your name', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'Fajjaaz', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:44:27.576863', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
23,Leolani2,yes,,
24,Fajjaaz,Let's chat!,,
25,Leolani2,lets chat about food,,
26,Fajjaaz,"I know noun.communication usually let about noun.Tops, but I do not know this case",,"[{'chat': 164, 'turn': 25, 'author': 'Leolani', 'utterance': 'I know noun.communication usually let about noun.Tops, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-82', 'subject': {'label': 'noun.communication', 'type': []}, 'predicate': {'label': 'usually let about', 'type': []}, 'object': {'label': 'noun.Tops', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:44:53.723512', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 25, 'author': 'Leolani', 'utterance': 'I know noun.communication usually let about noun.Tops, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-82', 'subject': {'label': 'noun.communication', 'type': []}, 'predicate': {'label': 'let about', 'type': []}, 'object': {'label': 'noun.Tops', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:44:53.723512', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
27,Leolani2,why not?,,
28,Fajjaaz,As the prophecy foretold,,
29,Leolani2,which prophecy are you talking about?,,
30,Fajjaaz,I do frequently do not know things,,
31,Leolani2,How come?,,
32,Fajjaaz,That's just what he/she/they would've said,,
33,Leolani2,Do you like food?,,
34,Fajjaaz,"I know agent usually do like noun.Tops, but I do not know this case",,"[{'chat': 164, 'turn': 33, 'author': 'Leolani', 'utterance': 'I know agent usually do like noun.Tops, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-67', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'do like', 'type': []}, 'object': {'label': 'noun.Tops', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:45:45.999854', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 33, 'author': 'Leolani', 'utterance': 'I know agent usually do like noun.Tops, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-67', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'usually do like', 'type': []}, 'object': {'label': 'noun.Tops', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:45:45.999854', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
35,Leolani2,That is a shame,,
36,Fajjaaz,This is news to me. I did not know anybody who be a shame,,"[{'chat': 164, 'turn': 35, 'author': 'Leolani', 'utterance': 'This is news to me. I did not know anybody who be a shame', 'utterance_type': 'STATEMENT', 'position': '0-57', 'subject': {'label': 'This', 'type': []}, 'predicate': {'label': 'is news to', 'type': []}, 'object': {'label': 'me', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:45:59.114881', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
37,Leolani2,You know now!,,
38,Fajjaaz,I am glad to have learned something new. I did not know anybody who know now,,"[{'chat': 164, 'turn': 37, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anybody who know now', 'utterance_type': 'STATEMENT', 'position': '0-76', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'learned', 'type': []}, 'object': {'label': 'something new', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:46:12.021410', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 37, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anybody who know now', 'utterance_type': 'STATEMENT', 'position': '0-76', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'am', 'type': []}, 'object': {'label': 'glad', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:46:12.021410', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 37, 'author': 'Leolani', 'utterance': 'I am glad to have learned something new. I did not know anybody who know now', 'utterance_type': 'STATEMENT', 'position': '0-76', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'learned', 'type': []}, 'object': {'label': 'something', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:46:12.021410', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
39,Leolani2,Great that I could help you,,"[{'chat': 164, 'turn': 38, 'author': 'Leolani', 'utterance': 'Great that I could help you', 'utterance_type': 'STATEMENT', 'position': '0-27', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'help', 'type': []}, 'object': {'label': 'you', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:46:18.467130', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
40,Fajjaaz,I am curious. Has leolani play by a song?,,"[{'chat': 164, 'turn': 39, 'author': 'Leolani', 'utterance': 'I am curious. Has leolani play by a song?', 'utterance_type': 'STATEMENT', 'position': '0-41', 'subject': {'label': 'leolani', 'type': []}, 'predicate': {'label': 'Has play by', 'type': []}, 'object': {'label': 'song', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:46:24.895302', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 39, 'author': 'Leolani', 'utterance': 'I am curious. Has leolani play by a song?', 'utterance_type': 'STATEMENT', 'position': '0-41', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': 'am', 'type': []}, 'object': {'label': 'curious', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:46:24.895302', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
41,Leolani2,No,,
42,Fajjaaz,But at what cost?,,
43,Leolani2,stop,,
44,Leolani2,"I do not know, but I have a joke Thing is, we all just want to belong. But some of us are short.",,
45,,"What's up? I've told you my name, but what about yours? Stranger?",,
46,,Hidde,,
47,,So your name is Hidde?,,"[{'chat': 164, 'turn': 46, 'author': 'Leolani', 'utterance': 'So your name is Hidde?', 'utterance_type': 'STATEMENT', 'position': '0-22', 'subject': {'label': 'your name', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'Hidde', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:47:10.216014', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 46, 'author': 'Leolani', 'utterance': 'So your name is Hidde?', 'utterance_type': 'STATEMENT', 'position': '0-22', 'subject': {'label': 'your name', 'type': []}, 'predicate': {'label': 'is', 'type': []}, 'object': {'label': 'So Hidde', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:47:10.216014', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
48,Leolani2,yes,,
49,Hidde,Would you like to chat? I'll do my best to keep up,,"[{'chat': 164, 'turn': 48, 'author': 'Leolani', 'utterance': ""Would you like to chat? I'll do my best to keep up"", 'utterance_type': 'STATEMENT', 'position': '0-50', 'subject': {'label': 'I', 'type': []}, 'predicate': {'label': ""'ll do"", 'type': []}, 'object': {'label': 'my best', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:47:23.369775', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 48, 'author': 'Leolani', 'utterance': ""Would you like to chat? I'll do my best to keep up"", 'utterance_type': 'STATEMENT', 'position': '0-50', 'subject': {'label': 'you', 'type': []}, 'predicate': {'label': 'Would like', 'type': []}, 'object': {'label': 'chat', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:47:23.369775', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 48, 'author': 'Leolani', 'utterance': ""Would you like to chat? I'll do my best to keep up"", 'utterance_type': 'STATEMENT', 'position': '0-50', 'subject': {'label': 'you', 'type': []}, 'predicate': {'label': 'Would like', 'type': []}, 'object': {'label': 'to chat', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:47:23.369775', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
50,Leolani2,Do you like dogs?,,
51,Hidde,"I know agent usually do like noun.animal, but I do not know this case",,"[{'chat': 164, 'turn': 50, 'author': 'Leolani', 'utterance': 'I know agent usually do like noun.animal, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-69', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'usually do like', 'type': []}, 'object': {'label': 'noun.animal', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:47:36.392470', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 50, 'author': 'Leolani', 'utterance': 'I know agent usually do like noun.animal, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-69', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'do like', 'type': []}, 'object': {'label': 'noun.animal', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:47:36.392470', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
52,Leolani2,Where do you live?,,
53,Hidde,I don't know,,
54,Leolani2,Do you like pizza?,,
55,Hidde,"I know agent usually do like noun.food, but I do not know this case",,"[{'chat': 164, 'turn': 54, 'author': 'Leolani', 'utterance': 'I know agent usually do like noun.food, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-67', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'do like', 'type': []}, 'object': {'label': 'noun.food', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:48:02.195364', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 164, 'turn': 54, 'author': 'Leolani', 'utterance': 'I know agent usually do like noun.food, but I do not know this case', 'utterance_type': 'STATEMENT', 'position': '0-67', 'subject': {'label': 'agent', 'type': []}, 'predicate': {'label': 'usually do like', 'type': []}, 'object': {'label': 'noun.food', 'type': []}, 'perspective': {}, 'context_id': None, 'date': '2022-02-19T01:48:02.195364', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
