Turn,Speaker,Cue,Capsules,Capsules OIE
10,Leolani2,Love is an emotion,,"[{'chat': 86, 'turn': 9, 'author': 'Leolani', 'utterance': 'I am curious. What kinds of things can be a an emotion like love', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-64', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'am', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/am'}, 'object': {'label': 'curious', 'type': [], 'uri': 'http://cltl.nl/leolani/world/curious'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:35:40.373802', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 86, 'turn': 9, 'author': 'Leolani', 'utterance': 'I am curious. What kinds of things can be a an emotion like love', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-64', 'subject': {'label': 'things', 'type': [], 'uri': 'http://cltl.nl/leolani/world/things'}, 'predicate': {'label': 'kinds of be', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/kinds_of_be'}, 'object': {'label': 'can emotion like love', 'type': [], 'uri': 'http://cltl.nl/leolani/world/can_emotion_like_love'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:35:40.373802', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 86, 'turn': 9, 'author': 'Leolani', 'utterance': 'I am curious. What kinds of things can be a an emotion like love', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-64', 'subject': {'label': 'things', 'type': [], 'uri': 'http://cltl.nl/leolani/world/things'}, 'predicate': {'label': 'kinds of be', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/kinds_of_be'}, 'object': {'label': 'can emotion', 'type': [], 'uri': 'http://cltl.nl/leolani/world/can_emotion'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:35:40.373802', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
11,Imme,I am curious. What kinds of things can be a an emotion like love,,"[{'chat': 86, 'turn': 10, 'author': 'Imme', 'utterance': 'Anger is an emotion too', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-23', 'subject': {'label': 'Anger', 'type': [], 'uri': 'http://cltl.nl/leolani/world/anger'}, 'predicate': {'label': 'is', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/is'}, 'object': {'label': 'emotion', 'type': [], 'uri': 'http://cltl.nl/leolani/world/emotion'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:35:46.919805', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 86, 'turn': 10, 'author': 'Imme', 'utterance': 'Anger is an emotion too', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-23', 'subject': {'label': 'Anger', 'type': [], 'uri': 'http://cltl.nl/leolani/world/anger'}, 'predicate': {'label': 'is', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/is'}, 'object': {'label': 'emotion too', 'type': [], 'uri': 'http://cltl.nl/leolani/world/emotion_too'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:35:46.919805', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
12,Leolani2,Anger is an emotion too,,"[{'chat': 86, 'turn': 11, 'author': 'Leolani', 'utterance': 'Wise words by wise men write wise deeds in wise pen', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-51', 'subject': {'label': 'Wise words', 'type': [], 'uri': 'http://cltl.nl/leolani/world/wise_words'}, 'predicate': {'label': 'write in', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/write_in'}, 'object': {'label': 'pen', 'type': [], 'uri': 'http://cltl.nl/leolani/world/pen'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:35:53.386127', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 86, 'turn': 11, 'author': 'Leolani', 'utterance': 'Wise words by wise men write wise deeds in wise pen', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-51', 'subject': {'label': 'Wise words', 'type': [], 'uri': 'http://cltl.nl/leolani/world/wise_words'}, 'predicate': {'label': 'write deeds in', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/write_deeds_in'}, 'object': {'label': 'wise pen', 'type': [], 'uri': 'http://cltl.nl/leolani/world/wise_pen'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:35:53.386127', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 86, 'turn': 11, 'author': 'Leolani', 'utterance': 'Wise words by wise men write wise deeds in wise pen', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-51', 'subject': {'label': 'Wise words', 'type': [], 'uri': 'http://cltl.nl/leolani/world/wise_words'}, 'predicate': {'label': 'write in', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/write_in'}, 'object': {'label': 'wise pen', 'type': [], 'uri': 'http://cltl.nl/leolani/world/wise_pen'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:35:53.386127', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 86, 'turn': 11, 'author': 'Leolani', 'utterance': 'Wise words by wise men write wise deeds in wise pen', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-51', 'subject': {'label': 'Wise words', 'type': [], 'uri': 'http://cltl.nl/leolani/world/wise_words'}, 'predicate': {'label': 'write', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/write'}, 'object': {'label': 'wise deeds', 'type': [], 'uri': 'http://cltl.nl/leolani/world/wise_deeds'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:35:53.386127', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 86, 'turn': 11, 'author': 'Leolani', 'utterance': 'Wise words by wise men write wise deeds in wise pen', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-51', 'subject': {'label': 'Wise words', 'type': [], 'uri': 'http://cltl.nl/leolani/world/wise_words'}, 'predicate': {'label': 'write deeds in', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/write_deeds_in'}, 'object': {'label': 'pen', 'type': [], 'uri': 'http://cltl.nl/leolani/world/pen'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:35:53.386127', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 86, 'turn': 11, 'author': 'Leolani', 'utterance': 'Wise words by wise men write wise deeds in wise pen', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-51', 'subject': {'label': 'Wise words', 'type': [], 'uri': 'http://cltl.nl/leolani/world/wise_words'}, 'predicate': {'label': 'write', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/write'}, 'object': {'label': 'deeds', 'type': [], 'uri': 'http://cltl.nl/leolani/world/deeds'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:35:53.386127', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
13,Imme,Wise words by wise men write wise deeds in wise pen,,"[{'chat': 86, 'turn': 12, 'author': 'Imme', 'utterance': 'Imme is a wise man', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-18', 'subject': {'label': 'Imme', 'type': [], 'uri': 'http://cltl.nl/leolani/world/imme'}, 'predicate': {'label': 'is', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/is'}, 'object': {'label': 'man', 'type': [], 'uri': 'http://cltl.nl/leolani/world/man'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:35:59.929984', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 86, 'turn': 12, 'author': 'Imme', 'utterance': 'Imme is a wise man', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-18', 'subject': {'label': 'Imme', 'type': [], 'uri': 'http://cltl.nl/leolani/world/imme'}, 'predicate': {'label': 'is', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/is'}, 'object': {'label': 'wise man', 'type': [], 'uri': 'http://cltl.nl/leolani/world/wise_man'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:35:59.929984', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 86, 'turn': 12, 'author': 'Imme', 'utterance': 'Imme is a wise man', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-18', 'subject': {'label': 'Imme', 'type': [], 'uri': 'http://cltl.nl/leolani/world/imme'}, 'predicate': {'label': 'is', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/is'}, 'object': {'label': 'wise', 'type': [], 'uri': 'http://cltl.nl/leolani/world/wise'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:35:59.929984', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
14,Leolani2,Imme is a wise man,,"[{'chat': 86, 'turn': 13, 'author': 'Leolani', 'utterance': 'I just learned something, I had never heard about a wise man before!', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-68', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'learned', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/learned'}, 'object': {'label': 'something', 'type': [], 'uri': 'http://cltl.nl/leolani/world/something'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:36:06.425749', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 86, 'turn': 13, 'author': 'Leolani', 'utterance': 'I just learned something, I had never heard about a wise man before!', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-68', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'just learned', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/just_learned'}, 'object': {'label': 'something', 'type': [], 'uri': 'http://cltl.nl/leolani/world/something'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:36:06.425749', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 86, 'turn': 13, 'author': 'Leolani', 'utterance': 'I just learned something, I had never heard about a wise man before!', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-68', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'had heard about', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/had_heard_about'}, 'object': {'label': 'wise man', 'type': [], 'uri': 'http://cltl.nl/leolani/world/wise_man'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:36:06.425749', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 86, 'turn': 13, 'author': 'Leolani', 'utterance': 'I just learned something, I had never heard about a wise man before!', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-68', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'had heard before about', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/had_heard_before_about'}, 'object': {'label': 'wise man', 'type': [], 'uri': 'http://cltl.nl/leolani/world/wise_man'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:36:06.425749', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 86, 'turn': 13, 'author': 'Leolani', 'utterance': 'I just learned something, I had never heard about a wise man before!', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-68', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'had heard before about', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/had_heard_before_about'}, 'object': {'label': 'man', 'type': [], 'uri': 'http://cltl.nl/leolani/world/man'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:36:06.425749', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 86, 'turn': 13, 'author': 'Leolani', 'utterance': 'I just learned something, I had never heard about a wise man before!', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-68', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'had heard about', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/had_heard_about'}, 'object': {'label': 'man', 'type': [], 'uri': 'http://cltl.nl/leolani/world/man'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:36:06.425749', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
15,Imme,"I just learned something, I had never heard about a wise man before!",,
16,Leolani2,stop,,
17,Leolani2,As the prophecy foretold,,
18,Thomas,Hey! Who are you? Stranger?,,
19,Leolani2,Thomas,,"[{'chat': 11, 'turn': 1, 'author': 'Leolani', 'utterance': 'So your name is Thomas?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-23', 'subject': {'label': 'your name', 'type': [], 'uri': 'http://cltl.nl/leolani/world/your_name'}, 'predicate': {'label': 'is', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/is'}, 'object': {'label': 'Thomas', 'type': [], 'uri': 'http://cltl.nl/leolani/world/thomas'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:36:38.762386', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 11, 'turn': 1, 'author': 'Leolani', 'utterance': 'So your name is Thomas?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-23', 'subject': {'label': 'your name', 'type': [], 'uri': 'http://cltl.nl/leolani/world/your_name'}, 'predicate': {'label': 'is', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/is'}, 'object': {'label': 'So Thomas', 'type': [], 'uri': 'http://cltl.nl/leolani/world/so_thomas'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:36:38.762386', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
20,Thomas,So your name is Thomas?,,
21,Leolani2,Yes,,
22,Thomas,"Tell me something, anything!",,"[{'chat': 11, 'turn': 4, 'author': 'Thomas', 'utterance': 'I live in Amsterdam', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-19', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'live in', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/live_in'}, 'object': {'label': 'Amsterdam', 'type': [], 'uri': 'http://cltl.nl/leolani/world/amsterdam'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:36:58.047310', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
23,Leolani2,I live in Amsterdam,,
24,Thomas,Exciting news! I did not know anybody who live in amsterdam,,"[{'chat': 11, 'turn': 6, 'author': 'Thomas', 'utterance': 'Imme also lives in Amsterdam', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-28', 'subject': {'label': 'Imme', 'type': [], 'uri': 'http://cltl.nl/leolani/world/imme'}, 'predicate': {'label': 'also lives in', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/also_lives_in'}, 'object': {'label': 'Amsterdam', 'type': [], 'uri': 'http://cltl.nl/leolani/world/amsterdam'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:37:10.983815', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 11, 'turn': 6, 'author': 'Thomas', 'utterance': 'Imme also lives in Amsterdam', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-28', 'subject': {'label': 'Imme', 'type': [], 'uri': 'http://cltl.nl/leolani/world/imme'}, 'predicate': {'label': 'lives in', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/lives_in'}, 'object': {'label': 'Amsterdam', 'type': [], 'uri': 'http://cltl.nl/leolani/world/amsterdam'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:37:10.983815', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
25,Leolani2,Imme also lives in Amsterdam,,"[{'chat': 11, 'turn': 7, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has imme be from location?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-52', 'subject': {'label': 'me', 'type': [], 'uri': 'http://cltl.nl/leolani/world/me'}, 'predicate': {'label': 'ask', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/ask'}, 'object': {'label': 'something', 'type': [], 'uri': 'http://cltl.nl/leolani/world/something'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:37:17.467616', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 11, 'turn': 7, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has imme be from location?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-52', 'subject': {'label': 'me', 'type': [], 'uri': 'http://cltl.nl/leolani/world/me'}, 'predicate': {'label': 'ask', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/ask'}, 'object': {'label': 'you', 'type': [], 'uri': 'http://cltl.nl/leolani/world/you'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:37:17.467616', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 11, 'turn': 7, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has imme be from location?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-52', 'subject': {'label': 'imme', 'type': [], 'uri': 'http://cltl.nl/leolani/world/imme'}, 'predicate': {'label': 'be from', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/be_from'}, 'object': {'label': 'Has location', 'type': [], 'uri': 'http://cltl.nl/leolani/world/has_location'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:37:17.467616', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
26,Thomas,Let me ask you something. Has imme be from location?,,
27,Leolani2,Imme is not from Rotterdam,,"[{'chat': 11, 'turn': 9, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has imme ever favorite of a interest?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-63', 'subject': {'label': 'me', 'type': [], 'uri': 'http://cltl.nl/leolani/world/me'}, 'predicate': {'label': 'ask', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/ask'}, 'object': {'label': 'something', 'type': [], 'uri': 'http://cltl.nl/leolani/world/something'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:37:30.464071', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 11, 'turn': 9, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has imme ever favorite of a interest?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-63', 'subject': {'label': 'me', 'type': [], 'uri': 'http://cltl.nl/leolani/world/me'}, 'predicate': {'label': 'ask', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/ask'}, 'object': {'label': 'you', 'type': [], 'uri': 'http://cltl.nl/leolani/world/you'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:37:30.464071', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
28,Thomas,Let me ask you something. Has imme ever favorite of a interest?,,"[{'chat': 11, 'turn': 10, 'author': 'Thomas', 'utterance': 'Imme likes reading', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-18', 'subject': {'label': 'Imme', 'type': [], 'uri': 'http://cltl.nl/leolani/world/imme'}, 'predicate': {'label': 'likes', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/likes'}, 'object': {'label': 'reading', 'type': [], 'uri': 'http://cltl.nl/leolani/world/reading'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:37:36.969978', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
29,Leolani2,Imme likes reading,,"[{'chat': 11, 'turn': 11, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has imme ever favorite of a interest?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-63', 'subject': {'label': 'me', 'type': [], 'uri': 'http://cltl.nl/leolani/world/me'}, 'predicate': {'label': 'ask', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/ask'}, 'object': {'label': 'something', 'type': [], 'uri': 'http://cltl.nl/leolani/world/something'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:37:43.433104', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}, {'chat': 11, 'turn': 11, 'author': 'Leolani', 'utterance': 'Let me ask you something. Has imme ever favorite of a interest?', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-63', 'subject': {'label': 'me', 'type': [], 'uri': 'http://cltl.nl/leolani/world/me'}, 'predicate': {'label': 'ask', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/ask'}, 'object': {'label': 'you', 'type': [], 'uri': 'http://cltl.nl/leolani/world/you'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:37:43.433104', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
30,Thomas,Let me ask you something. Has imme ever favorite of a interest?,,"[{'chat': 11, 'turn': 12, 'author': 'Thomas', 'utterance': 'I like reading', 'utterance_type': <UtteranceType.STATEMENT: '0'>, 'position': '0-14', 'subject': {'label': 'I', 'type': [], 'uri': 'http://cltl.nl/leolani/world/i'}, 'predicate': {'label': 'like', 'type': [], 'uri': 'http://cltl.nl/leolani/n2mu/like'}, 'object': {'label': 'reading', 'type': [], 'uri': 'http://cltl.nl/leolani/world/reading'}, 'perspective': {}, 'context_id': None, 'date': '2022-02-20T22:37:49.944132', 'place': '', 'place_id': None, 'country': '', 'region': '', 'city': '', 'objects': [], 'people': []}]"
